,instancia_id,token_id,token,puntuacion_inicial,puntuacion_final,capitalizacion
11807,376,10121,que,,,0
11808,376,10192,no,,,0
11809,376,13605,hay,,,0
11810,376,46975,dinero,,,0
11811,376,10220,para,,,0
11812,376,49236,mantener,,,0
11813,376,10715,##lo,,,0
11814,377,47599,señor,,,1
11815,377,10164,al,,,0
11816,377,13326,##ons,,,0
11817,377,10133,##o,,,0
11818,377,14166,hem,,,0
11819,377,10310,##os,,,0
11820,377,10170,av,,,0
11821,377,23661,##anza,,,0
11822,377,10317,##do,,,0
11823,378,10196,es,,,1
11824,378,10543,más,,,0
11825,378,10109,la,,,0
11826,378,81547,comisión,,,0
11827,378,30908,europea,,,0
11828,378,10549,ya,,,0
11829,378,10228,ha,,,0
11830,378,73452,multa,,,0
11831,378,10317,##do,,,0
11832,378,169,a,,,0
11833,378,15518,varios,,,0
11834,378,81450,bancos,,,0
11835,378,10183,por,,,0
11836,378,104769,hacerlo,,,0
11837,379,169,a,,,1
11838,379,47616,continuación,,,0
11839,379,12832,tiene,,,0
11840,379,10109,la,,,0
11841,379,29411,palabra,,,0
11842,379,10125,el,,,0
11843,379,47599,señor,,,0
11844,379,13785,ara,,,0
11845,379,10219,##na,,,0
11846,380,74619,pensa,,,1
11847,380,13386,##mos,,,1
11848,380,10121,que,,,0
11849,380,36579,aquí,,,0
11850,380,10126,se,,,0
11851,380,11639,re,,,0
11852,380,10812,##co,,,0
11853,380,10525,##ge,,,0
11854,380,10406,lo,,,0
11855,380,27971,fundamental,,,0
11856,380,10104,de,,,0
11857,380,10109,la,,,0
11858,380,67763,cuestión,,,0
11859,381,193,y,,,1
11860,381,59599,quer,,,0
11861,381,62512,##emos,,,0
11862,381,10121,que,,,0
11863,381,10192,no,,,0
11864,381,57069,haya,,,0
11865,381,29330,pal,,,0
11866,381,10310,##os,,,0
11867,381,10110,en,,,0
11868,381,10285,las,,,0
11869,381,16505,rue,,,0
11870,381,11205,##das,,,0
11871,381,10220,para,,,0
11872,381,51127,tram,,,0
11873,381,36111,##itar,,,0
11874,381,10330,##la,,,0
11875,382,10182,los,,,1
11876,382,16719,ver,,,0
11877,382,11460,##du,,,0
11878,382,16385,##gos,,,0
11879,382,193,y,,,0
11880,382,10285,las,,,0
11881,382,87417,víctimas,,,0
11882,382,10110,en,,,0
11883,382,10125,el,,,0
11884,382,13206,mismo,,,0
11885,382,32364,plano,,,0
11886,382,10795,sin,,,0
11887,382,28204,diferencia,,,0
11888,382,10129,##r,,,0
11889,382,10402,entre,,,0
11890,382,16169,ellos,,,0
11891,382,12656,todos,,,0
11892,382,18691,igual,,,0
11893,382,10171,##es,,,0
11894,383,10192,no,,,1
11895,383,10312,son,,,0
11896,383,90316,necesaria,,,0
11897,383,10107,##s,,,0
11898,383,10285,las,,,0
11899,383,28250,dele,,,0
11900,383,10483,##ga,,,0
11901,383,11822,##ciones,,,0
11902,383,41924,vas,,,0
11903,383,18397,##cas,,,0
11904,383,10110,en,,,0
11905,383,10125,el,,,0
11906,383,22531,exterior,,,0
11907,383,86521,salva,,,0
11908,383,80928,##guard,,,0
11909,383,13904,##ando,,,0
11910,383,10183,por,,,0
11911,383,75166,nuestra,,,0
11912,383,10552,parte,,,0
11913,383,10109,la,,,0
11914,383,10104,de,,,0
11915,383,10109,la,,,0
11916,383,44064,unión,,,0
11917,383,30908,europea,,,0
11918,383,193,y,,,0
11919,383,11504,esta,,,0
11920,383,10183,por,,,0
11921,383,10125,el,,,0
11922,383,43522,concepto,,,0
11923,383,15855,superior,,,0
11924,383,10104,de,,,0
11925,383,10109,la,,,0
11926,383,19373,construcción,,,0
11927,383,30908,europea,,,0
11928,383,169,a,,,0
11929,383,10109,la,,,0
11930,383,10121,que,,,0
11931,383,10911,me,,,0
11932,383,10261,he,,,0
11933,383,42803,refer,,,0
11934,383,12306,##ido,,,0
11935,383,12847,antes,,,0
11936,384,10543,más,,,1
11937,384,183,o,,,0
11938,384,14298,menos,,,0
11939,384,10553,fue,,,0
11940,384,10406,lo,,,0
11941,384,10121,que,,,0
11942,384,37668,plante,,,0
11943,384,23081,##aron,,,0
11944,384,10182,los,,,0
11945,384,102071,galleg,,,0
11946,384,10310,##os,,,0
11947,384,193,y,,,0
11948,384,10121,que,,,0
11949,384,10104,de,,,0
11950,384,28047,##cía,,,0
11951,384,11678,ug,,,0
11952,384,10123,##t,,,0
11953,385,47599,señor,,,1
11954,385,10113,##a,,,1
11955,385,75980,gu,,,0
11956,385,60679,##anche,,,0
11957,385,10261,he,,,0
11958,385,10266,em,,,0
11959,385,11355,##pe,,,0
11960,385,20092,##zado,,,0
11961,385,12132,mi,,,0
11962,385,64480,intervención,,,0
11963,385,11876,primera,,,0
11964,385,85218,diciendo,,,0
11965,385,10121,que,,,0
11966,385,10220,para,,,0
11967,385,12132,mi,,,0
11968,385,12282,grupo,,,0
11969,385,44542,parlament,,,0
11970,385,16780,##ario,,,0
11971,385,10196,es,,,0
11972,385,25797,bastante,,,0
11973,385,12596,importante,,,0
11974,385,103266,debat,,,0
11975,385,10835,##ir,,,0
11976,385,10690,sobre,,,0
11977,385,31536,políticas,,,0
11978,385,10104,de,,,0
11979,385,70900,infancia,,,0
11980,385,193,y,,,0
11981,385,64325,ado,,,0
11982,385,11268,##les,,,0
11983,385,71755,##cencia,,,0
11984,386,61578,enten,,,1
11985,386,16050,##dem,,,0
11986,386,10310,##os,,,0
11987,386,10121,que,,,0
11988,386,18278,esto,,,0
11989,386,10192,no,,,0
11990,386,10321,va,,,0
11991,386,169,a,,,0
11992,386,10493,ser,,,0
11993,386,22777,posible,,,0
11994,386,183,o,,,0
11995,386,12368,cuando,,,0
11996,386,14298,menos,,,0
11997,386,10321,va,,,0
11998,386,169,a,,,0
11999,386,18699,tener,,,0
12000,386,10119,un,,,0
12001,386,18896,grado,,,0
12002,386,10104,de,,,0
12003,386,10120,di,,,0
12004,386,62103,##ficu,,,0
12005,386,92608,##ltad,,,0
12006,386,23827,mucho,,,0
12007,386,12747,mayor,,,0
12008,386,10173,con,,,0
12009,386,10125,el,,,0
12010,386,14012,actual,,,0
12011,386,32794,diseño,,,0
12012,386,10110,en,,,0
12013,386,10398,dos,,,0
12014,386,80139,departamentos,,,0
12015,386,28204,diferencia,,,0
12016,386,11181,##dos,,,0
12017,387,193,y,,,1
12018,387,10110,en,,,0
12019,387,20579,algunas,,,0
12020,387,29939,ocasiones,,,0
12021,387,10543,más,,,0
12022,387,10104,de,,,0
12023,387,10285,las,,,0
12024,387,10139,des,,,0
12025,387,11233,##ea,,,0
12026,387,14273,##bles,,,0
12027,387,10146,as,,,0
12028,387,17019,##umi,,,0
12029,387,17560,##endo,,,0
12030,387,54796,competencia,,,0
12031,387,10107,##s,,,0
12032,387,10121,que,,,0
12033,387,10192,no,,,0
12034,387,10152,les,,,0
12035,387,10312,son,,,0
12036,387,58648,propias,,,0
12037,387,193,y,,,0
12038,387,11392,desde,,,0
12039,387,17391,luego,,,0
12040,387,10795,sin,,,0
12041,387,10109,la,,,0
12042,387,79420,fina,,,0
12043,387,13212,##ncia,,,0
12044,387,10810,##ción,,,0
12045,387,45508,suficiente,,,0
12046,387,10220,para,,,0
12047,387,13621,ac,,,0
12048,387,68962,##ometer,,,0
12049,387,13983,##las,,,0
12050,388,10109,la,,,1
12051,388,54877,limita,,,0
12052,388,10810,##ción,,,0
12053,388,10104,de,,,0
12054,388,28737,derechos,,,0
12055,388,24806,humanos,,,0
12056,388,12994,puede,,,0
12057,388,10493,ser,,,0
12058,388,17139,legal,,,0
12059,388,11266,pero,,,0
12060,388,10192,no,,,0
12061,388,10196,es,,,0
12062,388,33810,leg,,,0
12063,388,70834,##ítima,,,0
12064,389,193,y,,,1
12065,389,36584,eso,,,0
12066,389,10406,lo,,,0
12067,389,14166,hem,,,0
12068,389,10310,##os,,,0
12069,389,10349,det,,,0
12070,389,78125,##ecta,,,0
12071,389,10317,##do,,,0
12072,390,10196,es,,,1
12073,390,10543,más,,,0
12074,390,10125,el,,,0
12075,390,47599,señor,,,0
12076,390,17572,basa,,,0
12077,390,10797,##go,,,0
12078,390,13903,##iti,,,0
12079,390,17847,hizo,,,0
12080,390,15046,ese,,,0
12081,390,110323,ejercicio,,,0
12082,390,10153,una,,,0
12083,390,11675,vez,,,0
12084,390,36579,aquí,,,0
12085,390,10110,en,,,0
12086,390,11504,esta,,,0
12087,390,49368,cámara,,,0
12088,390,193,y,,,0
12089,390,75814,prácticamente,,,0
12090,390,36390,ago,,,0
12091,390,16555,##tó,,,0
12092,390,10125,el,,,0
12093,390,14104,tiempo,,,0
12094,390,10104,de,,,0
12095,390,10109,la,,,0
12096,390,64480,intervención,,,0
12097,391,10196,es,,,1
12098,391,23492,algo,,,0
12099,391,13219,así,,,0
12100,391,10225,como,,,0
12101,391,11161,pe,,,0
12102,391,11957,##dir,,,0
12103,391,10284,##le,,,0
12104,391,169,a,,,0
12105,391,10119,un,,,0
12106,391,18882,animal,,,0
12107,391,86521,salva,,,0
12108,391,10381,##je,,,0
12109,391,10121,que,,,0
12110,391,10104,de,,,0
12111,391,10381,##je,,,0
12112,391,10104,de,,,0
12113,391,58571,caza,,,0
12114,391,10129,##r,,,0
12115,392,193,y,,,1
12116,392,42497,claro,,,0
12117,392,10182,los,,,0
12118,392,83246,precio,,,0
12119,392,10107,##s,,,0
12120,392,16511,unit,,,0
12121,392,45356,##arios,,,0
12122,392,10104,de,,,0
12123,392,12439,obra,,,0
12124,392,10549,ya,,,0
12125,392,17068,tienen,,,0
12126,392,10110,en,,,0
12127,392,14997,cuenta,,,0
12128,392,10182,los,,,0
12129,392,73642,coste,,,0
12130,392,10107,##s,,,0
12131,392,20509,sala,,,0
12132,392,34108,##rial,,,0
12133,392,10171,##es,,,0
12134,392,193,y,,,0
12135,392,17068,tienen,,,0
12136,392,10110,en,,,0
12137,392,14997,cuenta,,,0
12138,392,56310,precisamente,,,0
12139,392,10182,los,,,0
12140,392,73642,coste,,,0
12141,392,10107,##s,,,0
12142,392,20509,sala,,,0
12143,392,34108,##rial,,,0
12144,392,10171,##es,,,0
12145,392,10127,del,,,0
12146,392,12081,lugar,,,0
12147,393,17391,luego,,,1
12148,393,13672,yo,,,0
12149,393,10152,les,,,0
12150,393,24109,pi,,,0
12151,393,10317,##do,,,0
12152,393,10121,que,,,0
12153,393,31119,sal,,,0
12154,393,11975,##ven,,,0
12155,393,16186,esa,,,0
12156,393,36849,reti,,,0
12157,393,71755,##cencia,,,0
12158,393,193,y,,,0
12159,393,10121,que,,,0
12160,393,60146,cont,,,0
12161,393,10245,##in,,,0
12162,393,103990,##úen,,,0
12163,393,10153,una,,,0
12164,393,11675,vez,,,0
12165,393,10121,que,,,0
12166,393,10279,han,,,0
12167,393,25665,dado,,,0
12168,393,10125,el,,,0
12169,393,30390,apoyo,,,0
12170,393,25235,hoy,,,0
12171,393,10173,con,,,0
12172,393,10154,il,,,0
12173,393,15780,##usi,,,0
12174,393,11482,##ón,,,0
12175,393,10110,en,,,0
12176,393,10125,el,,,0
12177,393,18100,trabajo,,,0
12178,393,10121,que,,,0
12179,393,21751,debe,,,0
12180,393,13386,##mos,,,0
12181,393,21267,hacer,,,0
12182,393,12656,todos,,,0
12183,393,10220,para,,,0
12184,393,109436,sac,,,0
12185,393,10354,##ar,,,0
12186,393,51933,adelante,,,0
12187,393,169,a,,,0
12188,393,10109,la,,,0
12189,393,88135,margen,,,0
12190,393,43249,izquierda,,,0
12191,393,193,y,,,0
12192,393,169,a,,,0
12193,393,15455,oa,,,0
12194,393,30636,##rso,,,0
12195,393,39011,##alde,,,0
12196,393,10113,##a,,,0
12197,394,12656,todos,,,1
12198,394,10279,han,,,0
12199,394,13621,ac,,,0
12200,394,109666,##epta,,,0
12201,394,10317,##do,,,0
12202,394,33453,carga,,,0
12203,394,16239,##rse,,,0
12204,394,10104,de,,,0
12205,394,36980,golpe,,,0
12206,394,193,y,,,0
12207,394,10183,por,,,0
12208,394,29948,##raz,,,0
12209,394,10133,##o,,,0
12210,394,10119,un,,,0
12211,394,10173,con,,,0
12212,394,53590,##veni,,,0
12213,394,10133,##o,,,0
12214,394,15176,tan,,,0
12215,394,12596,importante,,,0
12216,394,10225,como,,,0
12217,394,10196,es,,,0
12218,394,10125,el,,,0
12219,394,10173,con,,,0
12220,394,53590,##veni,,,0
12221,394,10133,##o,,,0
12222,394,10104,de,,,0
12223,394,38356,gi,,,0
12224,394,35058,##neb,,,0
12225,394,10288,##ra,,,0
12226,394,10110,en,,,0
12227,394,31033,materia,,,0
12228,394,10104,de,,,0
12229,394,42928,protección,,,0
12230,394,16641,internacional,,,0
12231,394,169,a,,,0
12232,394,10285,las,,,0
12233,394,14888,personas,,,0
12234,394,48056,ref,,,0
12235,394,70765,##ugi,,,0
12236,394,16094,##adas,,,0
12237,394,43219,múltiples,,,0
12238,394,10173,con,,,0
12239,394,53590,##veni,,,0
12240,394,10310,##os,,,0
12241,394,38369,internacionales,,,0
12242,394,10110,en,,,0
12243,394,31033,materia,,,0
12244,394,10104,de,,,0
12245,394,28737,derechos,,,0
12246,394,24806,humanos,,,0
12247,394,193,y,,,0
12248,394,11564,también,,,0
12249,394,10182,los,,,0
12250,394,44464,propios,,,0
12251,394,10173,con,,,0
12252,394,53590,##veni,,,0
12253,394,10310,##os,,,0
12254,394,81105,establecido,,,0
12255,394,10107,##s,,,0
12256,394,10183,por,,,0
12257,394,10182,los,,,0
12258,394,15395,países,,,0
12259,394,19525,miembros,,,0
12260,394,10104,de,,,0
12261,394,10109,la,,,0
12262,394,44064,unión,,,0
12263,394,30908,europea,,,0
12264,394,10110,en,,,0
12265,394,31033,materia,,,0
12266,394,10104,de,,,0
12267,394,28737,derechos,,,0
12268,394,24806,humanos,,,0
12269,395,193,y,,,1
12270,395,49341,buen,,,0
12271,395,10133,##o,,,0
12272,395,47599,señor,,,0
12273,395,10113,##a,,,0
12274,395,10456,ar,,,0
12275,395,43100,##riz,,,0
12276,395,18696,##aba,,,0
12277,395,61371,##laga,,,0
12278,395,10173,con,,,0
12279,395,12655,todo,,,0
12280,395,10125,el,,,0
12281,395,52812,resp,,,0
12282,395,23178,##eto,,,0
12283,395,61047,ent,,,0
12284,395,18426,##iendo,,,0
12285,395,10121,que,,,0
12286,395,19626,us,,,0
12287,395,11912,##ted,,,0
12288,395,12832,tiene,,,0
12289,395,10121,que,,,0
12290,395,36426,defender,,,0
12291,395,10109,la,,,0
12292,395,20018,posición,,,0
12293,395,10690,sobre,,,0
12294,395,12655,todo,,,0
12295,395,10172,med,,,0
12296,395,87235,##iát,,,0
12297,395,11043,##ica,,,0
12298,395,10104,de,,,0
12299,395,10198,su,,,0
12300,395,15207,partido,,,0
12301,395,193,y,,,0
12302,395,10406,lo,,,0
12303,395,10121,que,,,0
12304,395,10126,se,,,0
12305,395,10228,ha,,,0
12306,395,31005,dicho,,,0
12307,395,10110,en,,,0
12308,395,14828,otras,,,0
12309,395,29939,ocasiones,,,0
12310,395,11266,pero,,,0
12311,395,13605,hay,,,0
12312,395,45632,cosas,,,0
12313,395,10121,que,,,0
12314,395,10110,en,,,0
12315,395,11826,fin,,,0
12316,395,19626,us,,,0
12317,395,11912,##ted,,,0
12318,395,39649,cómo,,,0
12319,395,36551,sabe,,,0
12320,395,10121,que,,,0
12321,395,10547,este,,,0
12322,395,44366,suma,,,0
12323,395,12013,##rio,,,0
12324,395,10196,es,,,0
12325,395,10119,un,,,0
12326,395,10139,des,,,0
12327,395,73099,##pro,,,0
12328,395,94573,##pósito,,,0
12329,396,10225,como,,,1
12330,396,11419,ex,,,0
12331,396,69537,##pres,,,0
12332,396,10333,##é,,,0
12333,396,11047,durante,,,0
12334,396,10109,la,,,0
12335,396,94498,reciente,,,0
12336,396,22021,inter,,,0
12337,396,17703,##pel,,,0
12338,396,13320,##ación,,,0
12339,396,10285,las,,,0
12340,396,11504,esta,,,0
12341,396,26530,##dí,,,0
12342,396,21257,##stica,,,0
12343,396,10107,##s,,,0
12344,396,10312,son,,,0
12345,396,12127,fr,,,0
12346,396,19058,##ías,,,0
12347,396,11266,pero,,,0
12348,396,45386,detrás,,,0
12349,396,10104,de,,,0
12350,396,11782,cada,,,0
12351,396,10153,una,,,0
12352,396,10104,de,,,0
12353,396,28979,ellas,,,0
12354,396,10126,se,,,0
12355,396,13543,encuentra,,,0
12356,396,10153,una,,,0
12357,396,16319,persona,,,0
12358,396,10119,un,,,0
12359,396,39312,ros,,,0
12360,396,14239,##tro,,,0
12361,396,10121,que,,,0
12362,396,10323,ve,,,0
12363,396,39649,cómo,,,0
12364,396,10846,sus,,,0
12365,396,11419,ex,,,0
12366,396,51511,##pect,,,0
12367,396,107291,##ativas,,,0
12368,396,10126,se,,,0
12369,396,26044,ven,,,0
12370,396,12127,fr,,,0
12371,396,106187,##ustrada,,,0
12372,396,10107,##s,,,0
12373,397,10109,la,,,1
12374,397,22029,información,,,0
12375,397,10196,es,,,0
12376,397,10119,un,,,0
12377,397,28741,elemento,,,0
12378,397,108717,básico,,,0
12379,397,10196,es,,,0
12380,397,10125,el,,,0
12381,397,86923,eje,,,0
12382,397,10220,para,,,0
12383,397,13045,poder,,,0
12384,397,30479,tomar,,,0
12385,397,101780,decisiones,,,0
12386,397,10173,con,,,0
12387,397,107346,responsabilidad,,,0
12388,398,18419,sí,,,1
12389,398,55537,habla,,,0
12390,398,13386,##mos,,,0
12391,398,10104,de,,,0
12392,398,55143,irregular,,,0
12393,398,26769,##idades,,,0
12394,398,10104,de,,,0
12395,398,84597,mejorar,,,0
12396,398,10125,el,,,0
12397,398,11284,pro,,,0
12398,398,38039,##ced,,,0
12399,398,35197,##imiento,,,0
12400,398,11266,pero,,,0
12401,398,10192,no,,,0
12402,398,49403,podemos,,,0
12403,398,85941,hablar,,,0
12404,398,10104,de,,,0
12405,398,93070,fraud,,,0
12406,398,10112,##e,,,0
12407,398,10225,como,,,0
12408,398,48961,hacen,,,0
12409,398,10109,la,,,0
12410,398,47599,señor,,,0
12411,398,10113,##a,,,0
12412,398,10456,ar,,,0
12413,398,58694,##rond,,,0
12414,398,10133,##o,,,0
12415,398,193,y,,,0
12416,398,10109,la,,,0
12417,398,47599,señor,,,0
12418,398,10113,##a,,,0
12419,398,10148,sa,,,0
12420,398,12783,##ras,,,0
12421,398,11908,##ua,,,0
12422,398,10110,en,,,0
12423,398,10198,su,,,0
12424,398,10110,en,,,0
12425,398,42754,##mien,,,0
12426,398,10229,##da,,,0
12427,398,37241,trans,,,0
12428,398,18306,##ac,,,0
12429,398,23004,##cional,,,0
12430,399,47599,señor,,,1
12431,399,19058,##ías,,,0
12432,399,10109,la,,,0
12433,399,56410,pone,,,0
12434,399,13212,##ncia,,,0
12435,399,10192,no,,,0
12436,399,10198,su,,,0
12437,399,35741,##pone,,,0
12438,399,10220,para,,,0
12439,399,11573,nos,,,0
12440,399,96376,##otros,,,0
12441,399,46055,ninguna,,,0
12442,399,31179,equip,,,0
12443,399,12677,##ara,,,0
12444,399,10810,##ción,,,0
12445,399,10414,ni,,,0
12446,399,15176,tan,,,0
12447,399,10294,si,,,0
12448,399,39190,##quier,,,0
12449,399,10113,##a,,,0
12450,399,46055,ninguna,,,0
12451,399,55463,simili,,,0
12452,399,16107,##tud,,,0
12453,399,10173,con,,,0
12454,399,74040,actuaciones,,,0
12455,399,26713,anteriores,,,0
12456,400,193,y,,,1
12457,400,10183,por,,,0
12458,400,38188,qué,,,0
12459,400,10126,se,,,0
12460,400,11639,re,,,0
12461,400,105354,##úne,,,0
12462,400,10115,##n,,,0
12463,400,10173,con,,,0
12464,400,10163,er,,,0
12465,400,32191,##nai,,,0
12466,400,10220,para,,,0
12467,400,27337,decir,,,0
12468,400,11268,##les,,,0
12469,400,10153,una,,,0
12470,400,11185,serie,,,0
12471,400,10104,de,,,0
12472,400,45632,cosas,,,0
12473,401,16186,esa,,,1
12474,401,38439,afirma,,,0
12475,401,10810,##ción,,,0
12476,401,10109,la,,,0
12477,401,38439,afirma,,,0
12478,401,10810,##ción,,,0
12479,401,10110,en,,,0
12480,401,24081,defensa,,,0
12481,401,10104,de,,,0
12482,401,10285,las,,,0
12483,401,36885,energía,,,0
12484,401,10107,##s,,,0
12485,401,63256,ren,,,0
12486,401,12804,##ova,,,0
12487,401,14273,##bles,,,0
12488,401,10192,no,,,0
12489,401,10109,la,,,0
12490,401,18414,hace,,,0
12491,401,66257,únicamente,,,0
12492,401,10125,el,,,0
12493,401,12282,grupo,,,0
12494,401,47981,socialista,,,0
12495,402,16348,porque,,,1
12496,402,10196,es,,,0
12497,402,10121,que,,,0
12498,402,10125,el,,,0
12499,402,16339,gobierno,,,0
12500,402,41924,vas,,,0
12501,402,10812,##co,,,0
12502,402,10196,es,,,0
12503,402,10109,la,,,0
12504,402,16077,última,,,0
12505,402,39939,administración,,,0
12506,402,21349,pública,,,0
12507,402,10121,que,,,0
12508,402,10104,de,,,0
12509,402,71214,##vue,,,0
12510,402,49992,##lve,,,0
12511,402,10109,la,,,0
12512,402,19868,extra,,,0
12513,403,13605,hay,,,1
12514,403,10121,que,,,0
12515,403,82243,desarrollar,,,0
12516,403,10153,una,,,0
12517,403,31152,ley,,,0
12518,403,10104,de,,,0
12519,403,31251,arm,,,0
12520,403,14639,##oni,,,0
12521,403,23700,##zación,,,0
12522,403,43645,fiscal,,,0
12523,403,10220,para,,,0
12524,403,23575,evitar,,,0
12525,403,10109,la,,,0
12526,403,54796,competencia,,,0
12527,403,10402,entre,,,0
12528,403,10285,las,,,0
12529,403,10120,di,,,0
12530,403,27876,##put,,,0
12531,403,29046,##aciones,,,0
12532,403,11266,pero,,,0
12533,403,10183,por,,,0
12534,403,10198,su,,,0
12535,403,36101,##puesto,,,0
12536,403,10121,que,,,0
12537,403,16186,esa,,,0
12538,403,31251,arm,,,0
12539,403,14639,##oni,,,0
12540,403,23700,##zación,,,0
12541,403,39270,cai,,,0
12542,403,10483,##ga,,,0
12543,403,22536,siempre,,,0
12544,403,10127,del,,,0
12545,403,15776,lado,,,0
12546,403,10104,de,,,0
12547,403,10109,la,,,0
12548,403,86847,justicia,,,0
12549,403,12142,social,,,0
12550,403,10121,que,,,0
12551,403,10125,el,,,0
12552,403,10121,que,,,0
12553,403,12832,tiene,,,0
12554,403,10543,más,,,0
12555,403,15842,pag,,,0
12556,403,12772,##ue,,,0
12557,403,10543,más,,,0
12558,403,193,y,,,0
12559,403,10121,que,,,0
12560,403,10406,lo,,,0
12561,403,103778,reca,,,0
12562,403,18497,##uda,,,0
12563,403,10317,##do,,,0
12564,403,52523,sir,,,0
12565,403,10362,##va,,,0
12566,403,10104,de,,,0
12567,403,33452,alguna,,,0
12568,403,13856,manera,,,0
12569,403,10220,para,,,0
12570,403,25103,mini,,,0
12571,403,10500,##mi,,,0
12572,403,15803,##zar,,,0
12573,403,10285,las,,,0
12574,403,10139,des,,,0
12575,403,104915,##igua,,,0
12576,403,110285,##ldades,,,0
12577,403,10110,en,,,0
12578,403,10285,las,,,0
12579,403,86788,oportunidades,,,0
12580,403,24826,sociales,,,0
12581,404,18278,esto,,,1
12582,404,10549,ya,,,0
12583,404,10152,les,,,0
12584,404,11559,está,,,0
12585,404,25060,genera,,,0
12586,404,10605,##ndo,,,0
12587,404,55027,tension,,,0
12588,404,10171,##es,,,0
12589,404,29696,interna,,,0
12590,404,10107,##s,,,0
12591,404,10402,entre,,,0
12592,404,10125,el,,,0
12593,404,16339,gobierno,,,0
12594,404,10121,que,,,0
12595,404,68448,quiere,,,0
12596,404,61942,vías,,,0
12597,404,49609,rápida,,,0
12598,404,10107,##s,,,0
12599,404,10104,de,,,0
12600,404,64197,solución,,,0
12601,404,10795,sin,,,0
12602,404,28006,participación,,,0
12603,404,10127,del,,,0
12604,404,51833,parlamento,,,0
12605,404,193,y,,,0
12606,404,10109,la,,,0
12607,404,43536,oposición,,,0
12608,404,10121,que,,,0
12609,404,37668,plante,,,0
12610,404,10113,##a,,,0
12611,404,10406,lo,,,0
12612,404,32724,contrario,,,0
12613,404,193,y,,,0
12614,404,10121,que,,,0
12615,404,10549,ya,,,0
12616,404,10228,ha,,,0
12617,404,86095,rev,,,0
12618,404,44207,##oca,,,0
12619,404,10317,##do,,,0
12620,404,33452,alguna,,,0
12621,404,41183,decisión,,,0
12622,404,169,a,,,0
12623,404,14721,través,,,0
12624,404,10104,de,,,0
12625,404,10182,los,,,0
12626,404,35376,tribunal,,,0
12627,404,10171,##es,,,0
12628,405,10547,este,,,1
12629,405,10196,es,,,0
12630,405,75036,nuestro,,,0
12631,405,37668,plante,,,0
12632,405,42383,##amiento,,,0
12633,406,26941,pues,,,1
12634,406,12884,después,,,0
12635,406,10104,de,,,0
12636,406,10121,que,,,0
12637,406,10125,el,,,0
12638,406,16339,gobierno,,,0
12639,406,47981,socialista,,,0
12640,406,10126,se,,,0
12641,406,36421,encontra,,,0
12642,406,10341,##se,,,0
12643,406,10119,un,,,0
12644,406,27728,bor,,,0
12645,406,45142,##rador,,,0
12646,406,10104,de,,,0
12647,406,23108,proyecto,,,0
12648,406,10104,de,,,0
12649,406,31152,ley,,,0
12650,406,10104,de,,,0
12651,406,39902,seguridad,,,0
12652,406,101680,alimentar,,,1
12653,406,10280,##ia,,,1
12654,406,12593,ela,,,0
12655,406,88568,##borado,,,1
12656,406,10183,por,,,0
12657,406,10125,el,,,0
12658,406,15672,anterior,,,0
12659,406,16339,gobierno,,,0
12660,406,82355,nacionalista,,,0
12661,406,10121,que,,,0
12662,406,10198,su,,,0
12663,406,73881,##puesta,,,0
12664,406,10611,##mente,,,0
12665,406,16627,estar,,,0
12666,406,10661,##á,,,0
12667,406,10110,en,,,0
12668,406,10109,la,,,0
12669,406,19111,bas,,,0
12670,406,11465,##ura,,,0
12671,406,193,y,,,0
12672,406,10121,que,,,0
12673,406,10125,el,,,0
12674,406,16339,gobierno,,,0
12675,406,82355,nacionalista,,,0
12676,406,10126,se,,,0
12677,406,10228,ha,,,0
12678,406,44923,encontrado,,,0
12679,406,10119,un,,,0
12680,406,27728,bor,,,0
12681,406,45142,##rador,,,0
12682,406,10104,de,,,0
12683,406,23108,proyecto,,,0
12684,406,10104,de,,,0
12685,406,31152,ley,,,0
12686,406,10104,de,,,0
12687,406,48151,salud,,,0
12688,406,21349,pública,,,0
12689,406,193,y,,,0
12690,406,39902,seguridad,,,0
12691,406,101680,alimentar,,,1
12692,406,10280,##ia,,,1
12693,406,12593,ela,,,0
12694,406,88568,##borado,,,0
12695,406,10183,por,,,0
12696,406,10125,el,,,0
12697,406,16339,gobierno,,,0
12698,406,47981,socialista,,,0
12699,406,10121,que,,,0
12700,406,16627,estar,,,0
12701,406,10661,##á,,,0
12702,406,10110,en,,,0
12703,406,10109,la,,,0
12704,406,19111,bas,,,0
12705,406,11465,##ura,,,0
12706,406,11769,ten,,,0
12707,406,62512,##emos,,,0
12708,406,10153,una,,,0
12709,406,10173,con,,,0
12710,406,10341,##se,,,0
12711,406,37685,##jera,,,0
12712,406,10121,que,,,0
12713,406,10192,no,,,0
12714,406,36551,sabe,,,0
12715,406,10192,no,,,0
12716,406,37596,contest,,,0
12717,406,10113,##a,,,0
12718,407,47599,señor,,,1
12719,407,19522,mae,,,1
12720,407,62811,##ztu,,,0
12721,407,11573,nos,,,0
12722,407,96376,##otros,,,0
12723,407,10192,no,,,0
12724,407,10139,des,,,0
12725,407,11355,##pe,,,0
12726,407,36887,##jam,,,0
12727,407,10310,##os,,,0
12728,407,35178,ningún,,,0
12729,407,13113,tipo,,,0
12730,407,10104,de,,,0
12731,407,20873,bal,,,0
12732,407,11482,##ón,,,0
12733,408,47599,señor,,,1
12734,408,11887,ga,,,0
12735,408,29067,##tza,,,0
12736,408,51727,##gae,,,0
